dex_num,key,name,base_species,forme,types,abilities,base_stats,prevo,evolves_to,evo_type,evo_level,evo_item,evo_condition,form_flags,required_item,required_move,required_ability,battle_only,changes_from,has_learnset_entry,levelup_move_count_runtime,wild_moves_lvl50,generate_pokemon_lvl50,generate_error,catch_info_runtime_exact,catch_info_data_exists,gain_info_runtime_exact,gain_info_data_exists,ability_entity_metadata_linked,missing_categories,notes
798,Kartana,Kartana,,,Grass/Steel,Beast Boost,hp=59/atk=181/def=131/spa=59/spd=31/spe=109,,,,,,,,,,,,,True,19,leafblade|synthesis|razorleaf|defog,True,,True,True,True,True,False,,
799,Guzzlord,Guzzlord,,,Dark/Dragon,Beast Boost,hp=223/atk=101/def=53/spa=97/spd=53/spe=43,,,,,,,,,,,,,True,22,crunch|dragontail|brutalswing|knockoff,True,,True,True,True,True,False,,
800,Necrozma,Necrozma,,,Psychic,Prism Armor,hp=97/atk=107/def=101/spa=127/spd=89/spe=79,,,,,,,,,,,,,True,19,photongeyser|storedpower|psychocut|gravity,True,,True,True,True,True,False,,
800,Necrozmadawnwings,Necrozma-Dawn-Wings,Necrozma,Dawn-Wings,Psychic/Ghost,Prism Armor,hp=97/atk=113/def=109/spa=157/spd=127/spe=77,,,,,,,baseSpecies|forme=Dawn-Wings|changesFrom,,,,,Necrozma,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified,
800,Necrozmaduskmane,Necrozma-Dusk-Mane,Necrozma,Dusk-Mane,Psychic/Steel,Prism Armor,hp=97/atk=157/def=127/spa=113/spd=109/spe=77,,,,,,,baseSpecies|forme=Dusk-Mane|changesFrom,,,,,Necrozma,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified,
800,Necrozmaultra,Necrozma-Ultra,Necrozma,Ultra,Psychic/Dragon,Neuroforce,hp=97/atk=167/def=97/spa=167/spd=97/spe=129,,,,,,,baseSpecies|forme=Ultra|battleOnly|requiredItem,Ultranecrozium Z,,,"['Necrozma-Dawn-Wings', 'Necrozma-Dusk-Mane']",,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing,
801,Magearna,Magearna,,,Steel/Fairy,Soul-Heart,hp=80/atk=95/def=115/spa=130/spd=115/spe=65,,,,,,,,,,,,,True,26,fleurcannon|shiftgear|flashcannon|mirrorshot,True,,True,True,True,True,False,,
801,Magearnaoriginal,Magearna-Original,Magearna,Original,Steel/Fairy,Soul-Heart,hp=80/atk=95/def=115/spa=130/spd=115/spe=65,,,,,,,baseSpecies|forme=Original,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
802,Marshadow,Marshadow,,,Fighting/Ghost,Technician,hp=90/atk=125/def=80/spa=90/spd=90/spe=125,,,,,,,,,,,,,True,21,closecombat|spectralthief|jumpkick|forcepalm,True,,True,True,True,True,False,,
803,Poipole,Poipole,,,Poison,Beast Boost,hp=67/atk=73/def=67/spa=73/spd=67/spe=73,,Naganadel,,,,,,,,,,,True,14,poisonjab|toxic|venomdrench|venoshock,True,,True,True,True,True,False,evolution_levelMove_not_supported:Naganadel,Naganadel: levelMove not supported
804,Naganadel,Naganadel,,,Poison/Dragon,Beast Boost,hp=73/atk=73/def=73/spa=127/spd=73/spe=121,Poipole,,levelMove,,,,,,,,,,True,17,poisonjab|toxic|venomdrench|venoshock,True,,True,True,True,True,False,,
805,Stakataka,Stakataka,,,Rock/Steel,Beast Boost,hp=61/atk=131/def=211/spa=53/spd=101/spe=13,,,,,,,,,,,,,True,17,irondefense|rockblast|ironhead|autotomize,True,,True,True,True,True,False,,
806,Blacephalon,Blacephalon,,,Fire/Ghost,Beast Boost,hp=53/atk=127/def=53/spa=151/spd=79/spe=107,,,,,,,,,,,,,True,18,shadowball|mysticalfire|fireblast|incinerate,True,,True,True,True,True,False,,
807,Zeraora,Zeraora,,,Electric,Volt Absorb,hp=88/atk=112/def=75/spa=102/spd=80/spe=143,,,,,,,,,,,,,True,18,discharge|thunderpunch|plasmafists|charge,True,,True,True,True,True,False,,
808,Meltan,Meltan,,,Steel,Magnet Pull,hp=46/atk=65/def=65/spa=55/spd=35/spe=34,,,,,,,,,,,,,True,7,flashcannon|acidarmor|thundershock|thunderwave,True,,True,True,True,True,False,,
809,Melmetal,Melmetal,,,Steel,Iron Fist,hp=135/atk=143/def=143/spa=80/spd=65/spe=34,,,,,,,canGigantamax,,,,,,True,15,flashcannon|megapunch|acidarmor|thundershock,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
809,Melmetalgmax,Melmetal-Gmax,Melmetal,Gmax,Steel,Iron Fist,hp=135/atk=143/def=143/spa=80/spd=65/spe=34,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Melmetal,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
810,Grookey,Grookey,,,Grass,Overgrow|Grassy Surge,hp=50/atk=65/def=50/spa=40/spd=40/spe=65,,Thwackey,,,,,,,,,,,True,11,woodhammer|razorleaf|branchpoke|endeavor,True,,True,True,True,True,False,,
811,Thwackey,Thwackey,,,Grass,Overgrow|Grassy Surge,hp=70/atk=85/def=70/spa=55/spd=60/spe=80,Grookey,Rillaboom,,16,,,,,,,,,True,12,woodhammer|razorleaf|branchpoke|endeavor,True,,True,True,True,True,False,,
812,Rillaboom,Rillaboom,,,Grass,Overgrow|Grassy Surge,hp=100/atk=125/def=90/spa=60/spd=70/spe=85,Thwackey,,,35,,,canGigantamax,,,,,,True,16,woodhammer|razorleaf|branchpoke|grassyterrain,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
812,Rillaboomgmax,Rillaboom-Gmax,Rillaboom,Gmax,Grass,Overgrow|Grassy Surge,hp=100/atk=125/def=90/spa=60/spd=70/spe=85,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Rillaboom,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
813,Scorbunny,Scorbunny,,,Fire,Blaze|Libero,hp=50/atk=71/def=40/spa=40/spd=40/spe=69,,Raboot,,,,,,,,,,,True,11,flamecharge|ember|doubleedge|bounce,True,,True,True,True,True,False,,
814,Raboot,Raboot,,,Fire,Blaze|Libero,hp=65/atk=86/def=60/spa=55/spd=60/spe=94,Scorbunny,Cinderace,,16,,,,,,,,,True,11,flamecharge|ember|doubleedge|bounce,True,,True,True,True,True,False,,
815,Cinderace,Cinderace,,,Fire,Blaze|Libero,hp=80/atk=116/def=75/spa=65/spd=75/spe=119,Raboot,,,35,,,canGigantamax,,,,,,True,14,flamecharge|ember|pyroball|bounce,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
815,Cinderacegmax,Cinderace-Gmax,Cinderace,Gmax,Fire,Blaze|Libero,hp=80/atk=116/def=75/spa=65/spd=75/spe=119,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Cinderace,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
816,Sobble,Sobble,,,Water,Torrent|Sniper,hp=50/atk=40/def=40/spa=70/spd=40/spe=70,,Drizzile,,,,,,,,,,,True,11,raindance|soak|liquidation|waterpulse,True,,True,True,True,True,False,,
817,Drizzile,Drizzile,,,Water,Torrent|Sniper,hp=65/atk=60/def=55/spa=95/spd=55/spe=90,Sobble,Inteleon,,16,,,,,,,,,True,11,raindance|soak|liquidation|waterpulse,True,,True,True,True,True,False,,
818,Inteleon,Inteleon,,,Water,Torrent|Sniper,hp=70/atk=85/def=65/spa=125/spd=65/spe=120,Drizzile,,,35,,,canGigantamax,,,,,,True,14,soak|liquidation|waterpulse|watergun,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
818,Inteleongmax,Inteleon-Gmax,Inteleon,Gmax,Water,Torrent|Sniper,hp=70/atk=85/def=65/spa=125/spd=65/spe=120,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Inteleon,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
819,Skwovet,Skwovet,,,Normal,Cheek Pouch|Gluttony,hp=70/atk=55/def=55/spa=35/spd=35/spe=25,,Greedent,,,,,,,,,,,True,13,superfang|bodyslam|spitup|stockpile,True,,True,True,True,True,False,,
820,Greedent,Greedent,,,Normal,Cheek Pouch|Gluttony,hp=120/atk=95/def=95/spa=55/spd=75/spe=20,Skwovet,,,24,,,,,,,,,True,14,superfang|bodyslam|spitup|stockpile,True,,True,True,True,True,False,,
821,Rookidee,Rookidee,,,Flying,Keen Eye|Unnerve|Big Pecks,hp=38/atk=47/def=35/spa=33/spd=35/spe=57,,Corvisquire,,,,,,,,,,,True,11,bravebird|drillpeck|pluck|peck,True,,True,True,True,True,False,,
822,Corvisquire,Corvisquire,,,Flying,Keen Eye|Unnerve|Big Pecks,hp=68/atk=67/def=55/spa=43/spd=55/spe=77,Rookidee,Corviknight,,18,,,,,,,,,True,11,bravebird|drillpeck|pluck|peck,True,,True,True,True,True,False,,
823,Corviknight,Corviknight,,,Flying/Steel,Pressure|Unnerve|Mirror Armor,hp=98/atk=87/def=105/spa=53/spd=85/spe=67,Corvisquire,,,38,,,canGigantamax,,,,,,True,15,bravebird|drillpeck|pluck|irondefense,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
823,Corviknightgmax,Corviknight-Gmax,Corviknight,Gmax,Flying/Steel,Pressure|Unnerve|Mirror Armor,hp=98/atk=87/def=105/spa=53/spd=85/spe=67,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Corviknight,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
824,Blipbug,Blipbug,,,Bug,Swarm|Compound Eyes|Telepathy,hp=25/atk=20/def=20/spa=25/spd=45/spe=45,,Dottler,,,,,,,,,,,True,1,strugglebug,True,,True,True,True,True,False,,
825,Dottler,Dottler,,,Bug/Psychic,Swarm|Compound Eyes|Telepathy,hp=50/atk=35/def=80/spa=50/spd=90/spe=30,Blipbug,Orbeetle,,10,,,,,,,,,True,4,strugglebug|confusion|lightscreen|reflect,True,,True,True,True,True,False,,
826,Orbeetle,Orbeetle,,,Bug/Psychic,Swarm|Frisk|Telepathy,hp=60/atk=45/def=110/spa=80/spd=120/spe=90,Dottler,,,30,,,canGigantamax,,,,,,True,16,psychicterrain|calmmind|psychic|mirrorcoat,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
826,Orbeetlegmax,Orbeetle-Gmax,Orbeetle,Gmax,Bug/Psychic,Swarm|Frisk|Telepathy,hp=60/atk=45/def=110/spa=80/spd=120/spe=90,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Orbeetle,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
827,Nickit,Nickit,,,Dark,Run Away|Unburden|Stakeout,hp=40/atk=28/def=28/spa=47/spd=52/spe=50,,Thievul,,,,,,,,,,,True,11,foulplay|nightslash|suckerpunch|nastyplot,True,,True,True,True,True,False,,
828,Thievul,Thievul,,,Dark,Run Away|Unburden|Stakeout,hp=70/atk=58/def=58/spa=87/spd=92/spe=90,Nickit,,,18,,,,,,,,,True,13,foulplay|nightslash|suckerpunch|nastyplot,True,,True,True,True,True,False,,
829,Gossifleur,Gossifleur,,,Grass,Cotton Down|Regenerator|Effect Spore,hp=40/atk=40/def=60/spa=40/spd=60/spe=10,,Eldegoss,,,,,,,,,,,True,11,leafstorm|aromatherapy|synthesis|leaftornado,True,,True,True,True,True,False,,
830,Eldegoss,Eldegoss,,,Grass,Cotton Down|Regenerator|Effect Spore,hp=60/atk=50/def=90/spa=80/spd=120/spe=60,Gossifleur,,,20,,,,,,,,,True,13,leafstorm|aromatherapy|synthesis|leaftornado,True,,True,True,True,True,False,,
831,Wooloo,Wooloo,,,Normal,Fluffy|Run Away|Bulletproof,hp=42/atk=40/def=55/spa=40/spd=45/spe=48,,Dubwool,,,,,,,,,,,True,12,doubleedge|takedown|headbutt|copycat,True,,True,True,True,True,False,,
832,Dubwool,Dubwool,,,Normal,Fluffy|Steadfast|Bulletproof,hp=72/atk=80/def=100/spa=60/spd=90/spe=88,Wooloo,,,24,,,,,,,,,True,13,doubleedge|takedown|headbutt|copycat,True,,True,True,True,True,False,,
833,Chewtle,Chewtle,,,Water,Strong Jaw|Shell Armor|Swift Swim,hp=50/atk=64/def=50/spa=38/spd=38/spe=44,,Drednaw,,,,,,,,,,,True,9,liquidation|watergun|bodyslam|jawlock,True,,True,True,True,True,False,,
834,Drednaw,Drednaw,,,Water/Rock,Strong Jaw|Shell Armor|Swift Swim,hp=90/atk=115/def=90/spa=48/spd=68/spe=74,Chewtle,,,22,,,canGigantamax,,,,,,True,14,liquidation|razorshell|rockpolish|watergun,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
834,Drednawgmax,Drednaw-Gmax,Drednaw,Gmax,Water/Rock,Strong Jaw|Shell Armor|Swift Swim,hp=90/atk=115/def=90/spa=48/spd=68/spe=74,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Drednaw,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
835,Yamper,Yamper,,,Electric,Ball Fetch|Rattled,hp=59/atk=45/def=50/spa=40/spd=50/spe=26,,Boltund,,,,,,,,,,,True,11,wildcharge|charge|spark|nuzzle,True,,True,True,True,True,False,,
836,Boltund,Boltund,,,Electric,Strong Jaw|Competitive,hp=69/atk=90/def=60/spa=90/spd=60/spe=121,Yamper,,,25,,,,,,,,,True,13,wildcharge|charge|spark|electrify,True,,True,True,True,True,False,,
837,Rolycoly,Rolycoly,,,Rock,Steam Engine|Heatproof|Flash Fire,hp=30/atk=40/def=50/spa=40/spd=50/spe=30,,Carkol,,,,,,,,,,,True,10,rockblast|stealthrock|ancientpower|rockpolish,True,,True,True,True,True,False,,
838,Carkol,Carkol,,,Rock/Fire,Steam Engine|Flame Body|Flash Fire,hp=80/atk=60/def=90/spa=60/spd=70/spe=50,Rolycoly,Coalossal,,18,,,,,,,,,True,13,rockblast|heatcrash|stealthrock|incinerate,True,,True,True,True,True,False,,
839,Coalossal,Coalossal,,,Rock/Fire,Steam Engine|Flame Body|Flash Fire,hp=110/atk=80/def=120/spa=80/spd=90/spe=30,Carkol,,,34,,,canGigantamax,,,,,,True,14,heatcrash|stealthrock|incinerate|ancientpower,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
839,Coalossalgmax,Coalossal-Gmax,Coalossal,Gmax,Rock/Fire,Steam Engine|Flame Body|Flash Fire,hp=110/atk=80/def=120/spa=80/spd=90/spe=30,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Coalossal,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
840,Applin,Applin,,,Grass/Dragon,Ripen|Gluttony|Bulletproof,hp=40/atk=40/def=80/spa=40/spd=40/spe=20,,Flapple|Appletun|Dipplin,,,,,,,,,,,True,2,astonish|withdraw,True,,True,True,True,True,False,evolution_branching_selection_partial,branching evolution selection is only partial
841,Flapple,Flapple,,,Grass/Dragon,Ripen|Gluttony|Hustle,hp=70/atk=110/def=80/spa=95/spd=60/spe=70,Applin,,useItem,,Tart Apple,,canGigantamax,,,,,,True,17,dragonrush|gravapple|dragonpulse|dragondance,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
841,Flapplegmax,Flapple-Gmax,Flapple,Gmax,Grass/Dragon,Ripen|Gluttony|Hustle,hp=70/atk=110/def=80/spa=95/spd=60/spe=70,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Flapple,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
842,Appletun,Appletun,,,Grass/Dragon,Ripen|Gluttony|Thick Fat,hp=110/atk=85/def=80/spa=100/spd=80/spe=30,Applin,,useItem,,Sweet Apple,,canGigantamax,,,,,,True,17,energyball|dragonpulse|appleacid|bulletseed,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
842,Appletungmax,Appletun-Gmax,Appletun,Gmax,Grass/Dragon,Ripen|Gluttony|Thick Fat,hp=110/atk=85/def=80/spa=100/spd=80/spe=30,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Appletun,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
843,Silicobra,Silicobra,,,Ground,Sand Spit|Shed Skin|Sand Veil,hp=52/atk=57/def=75/spa=35/spd=50/spe=46,,Sandaconda,,,,,,,,,,,True,12,sandtomb|dig|bulldoze|sandattack,True,,True,True,True,True,False,,
844,Sandaconda,Sandaconda,,,Ground,Sand Spit|Shed Skin|Sand Veil,hp=72/atk=107/def=125/spa=65/spd=70/spe=71,Silicobra,,,36,,,canGigantamax,,,,,,True,13,dig|bulldoze|sandattack|coil,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
844,Sandacondagmax,Sandaconda-Gmax,Sandaconda,Gmax,Ground,Sand Spit|Shed Skin|Sand Veil,hp=72/atk=107/def=125/spa=65/spd=70/spe=71,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Sandaconda,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
845,Cramorant,Cramorant,,,Flying/Water,Gulp Missile,hp=70/atk=85/def=55/spa=85/spd=95/spe=85,,,,,,,,,,,,,True,13,drillpeck|dive|pluck|watergun,True,,True,True,True,True,False,,
845,Cramorantgorging,Cramorant-Gorging,Cramorant,Gorging,Flying/Water,Gulp Missile,hp=70/atk=85/def=55/spa=85/spd=95/spe=85,,,,,,,baseSpecies|forme=Gorging|battleOnly|requiredAbility,,,Gulp Missile,Cramorant,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified,
845,Cramorantgulping,Cramorant-Gulping,Cramorant,Gulping,Flying/Water,Gulp Missile,hp=70/atk=85/def=55/spa=85/spd=95/spe=85,,,,,,,baseSpecies|forme=Gulping|battleOnly|requiredAbility,,,Gulp Missile,Cramorant,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified,
846,Arrokuda,Arrokuda,,,Water,Swift Swim|Propeller Tail,hp=41/atk=63/def=40/spa=40/spd=30/spe=66,,Barraskewda,,,,,,,,,,,True,11,liquidation|dive|aquajet|doubleedge,True,,True,True,True,True,False,,
847,Barraskewda,Barraskewda,,,Water,Swift Swim|Propeller Tail,hp=61/atk=123/def=60/spa=60/spd=50/spe=136,Arrokuda,,,26,,,,,,,,,True,12,liquidation|dive|aquajet|crunch,True,,True,True,True,True,False,,
848,Toxel,Toxel,,,Electric/Poison,Rattled|Static|Klutz,hp=40/atk=38/def=35/spa=54/spd=35/spe=40,,Toxtricity|Toxtricity-Low-Key,,,,,,,,,,,True,6,acid|belch|nuzzle|flail,True,,True,True,True,True,False,evolution_target_not_resolved_by_current_lookup:Toxtricity-Low-Key; evolution_branching_selection_partial,Toxtricity-Low-Key: current evolution lookup cannot resolve canonical/form name branching evolution selection is only partial
849,Toxtricity,Toxtricity,,,Electric/Poison,Punk Rock|Plus|Technician,hp=75/atk=98/def=70/spa=114/spd=70/spe=75,Toxel,,,30,,,canGigantamax,,,,,,True,25,overdrive|poisonjab|discharge|toxic,True,,True,True,False,False,False,exp_ev_canonical_lookup_miss; exp_ev_data_missing; gigantamax_runtime_selection_missing,
849,Toxtricitygmax,Toxtricity-Gmax,Toxtricity,Gmax,Electric/Poison,Punk Rock|Plus|Technician,hp=75/atk=98/def=70/spa=114/spd=70/spe=75,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Toxtricity,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
849,Toxtricitylowkey,Toxtricity-Low-Key,Toxtricity,Low-Key,Electric/Poison,Punk Rock|Minus|Technician,hp=75/atk=98/def=70/spa=114/spd=70/spe=75,Toxel,,,30,,,baseSpecies|forme=Low-Key|canGigantamax,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; gigantamax_runtime_selection_missing,
849,Toxtricitylowkeygmax,Toxtricity-Low-Key-Gmax,Toxtricity,Low-Key-Gmax,Electric/Poison,Punk Rock|Minus|Technician,hp=75/atk=98/def=70/spa=114/spd=70/spe=75,,,,,,,baseSpecies|forme=Low-Key-Gmax|battleOnly|changesFrom,,,,Toxtricity-Low-Key,Toxtricity-Low-Key,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
850,Sizzlipede,Sizzlipede,,,Fire/Bug,Flash Fire|White Smoke|Flame Body,hp=50/atk=65/def=45/spa=50/spd=50/spe=45,,Centiskorch,,,,,,,,,,,True,13,lunge|firelash|firespin|bugbite,True,,True,True,True,True,False,,
851,Centiskorch,Centiskorch,,,Fire/Bug,Flash Fire|White Smoke|Flame Body,hp=100/atk=115/def=65/spa=90/spd=90/spe=65,Sizzlipede,,,28,,,canGigantamax,,,,,,True,14,firespin|bugbite|flamewheel|ember,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
851,Centiskorchgmax,Centiskorch-Gmax,Centiskorch,Gmax,Fire/Bug,Flash Fire|White Smoke|Flame Body,hp=100/atk=115/def=65/spa=90/spd=90/spe=65,,,,,,,baseSpecies|forme=Gmax|changesFrom,,,,,Centiskorch,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; form_trigger_specific_runtime_not_fully_verified; gigantamax_runtime_selection_missing,
852,Clobbopus,Clobbopus,,,Fighting,Limber|Technician,hp=50/atk=68/def=60/spa=50/spd=50/spe=32,,Grapploct,,,,,,,,,,,True,11,superpower|reversal|submission|bulkup,True,,True,True,True,True,False,evolution_levelMove_not_supported:Grapploct,Grapploct: levelMove not supported
853,Grapploct,Grapploct,,,Fighting,Limber|Technician,hp=80/atk=118/def=90/spa=70/spd=80/spe=42,Clobbopus,,levelMove,,,,,,,,,,True,14,superpower|reversal|submission|bulkup,True,,True,True,True,True,False,,
854,Sinistea,Sinistea,,,Ghost,Weak Armor|Cursed Body,hp=40/atk=45/def=45/spa=74/spd=54/spe=50,,Polteageist,,,,,,,,,,,True,13,shadowball|astonish|nastyplot|gigadrain,True,,True,True,True,True,False,,
854,Sinisteaantique,Sinistea-Antique,Sinistea,Antique,Ghost,Weak Armor|Cursed Body,hp=40/atk=45/def=45/spa=74/spd=54/spe=50,,Polteageist-Antique,,,,,baseSpecies|forme=Antique,,,,,,True,0,Struggle,True,,True,True,False,False,False,no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing; evolution_target_not_resolved_by_current_lookup:Polteageist-Antique,Polteageist-Antique: current evolution lookup cannot resolve canonical/form name
855,Polteageist,Polteageist,,,Ghost,Weak Armor|Cursed Body,hp=60/atk=65/def=65/spa=134/spd=114/spe=70,Sinistea,,useItem,,Cracked Pot,,,,,,,,True,16,shadowball|astonish|nastyplot|gigadrain,True,,True,True,True,True,False,,
855,Polteageistantique,Polteageist-Antique,Polteageist,Antique,Ghost,Weak Armor|Cursed Body,hp=60/atk=65/def=65/spa=134/spd=114/spe=70,Sinistea-Antique,,useItem,,Chipped Pot,,baseSpecies|forme=Antique,,,,,,False,0,Struggle,True,,True,True,False,False,False,no_learnset_entry; no_levelup_moves_runtime; wild_moves_fall_back_to_struggle; exp_ev_canonical_lookup_miss; exp_ev_data_missing; alternate_form_selection_runtime_missing,
856,Hatenna,Hatenna,,,Psychic,Healer|Anticipation|Magic Bounce,hp=42/atk=30/def=45/spa=56/spd=53/spe=39,,Hattrem,,,,,,,,,,,True,12,healingwish|psychic|calmmind|healpulse,True,,True,True,True,True,False,,
857,Hattrem,Hattrem,,,Psychic,Healer|Anticipation|Magic Bounce,hp=57/atk=40/def=65/spa=86/spd=73/spe=49,Hatenna,Hatterene,,32,,,,,,,,,True,13,psychic|calmmind|healpulse|psybeam,True,,True,True,True,True,False,,
858,Hatterene,Hatterene,,,Psychic/Fairy,Healer|Anticipation|Magic Bounce,hp=57/atk=90/def=95/spa=136/spd=103/spe=29,Hattrem,,,42,,,canGigantamax,,,,,,True,15,psychic|calmmind|dazzlinggleam|healpulse,True,,True,True,True,True,False,gigantamax_runtime_selection_missing,
