dex_key,name,num,type,category,base_power,accuracy,pp,priority,target,flags,coverage_status,mechanics,contract_count,contracts,callbacks,is_nonstandard
sludgebomb,Sludge Bomb,188,Poison,Special,90,100,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Sludgebomb,Sludge Bomb,188,Poison,Special,90,100,10,0,normal,bullet; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
sludgewave,Sludge Wave,482,Poison,Special,95,100,10,0,allAdjacent,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Sludgewave,Sludge Wave,482,Poison,Special,95,100,10,0,allAdjacent,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
smackdown,Smack Down,479,Rock,Physical,50,100,15,0,normal,metronome; mirror; nonsky; protect,mechanic_contract,damage; volatile,0,,,
Smackdown,Smack Down,479,Rock,Physical,50,100,15,0,normal,metronome; mirror; nonsky; protect,mechanic_contract,damage; volatile,0,,,
smartstrike,Smart Strike,684,Steel,Physical,70,True,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Smartstrike,Smart Strike,684,Steel,Physical,70,True,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
smellingsalts,Smelling Salts,265,Normal,Physical,70,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Smellingsalts.basePowerCallback; onHit=Smellingsalts.onHit,Past
Smellingsalts,Smelling Salts,265,Normal,Physical,70,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Smellingsalts.basePowerCallback; onHit=Smellingsalts.onHit,Past
smog,Smog,123,Poison,Special,30,70,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Smog,Smog,123,Poison,Special,30,70,20,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
smokescreen,Smokescreen,108,Normal,Status,0,100,20,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Smokescreen,Smokescreen,108,Normal,Status,0,100,20,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
snaptrap,Snap Trap,779,Grass,Physical,35,100,15,0,normal,contact; mirror; protect,mechanic_contract,damage; volatile,0,,,Past
Snaptrap,Snap Trap,779,Grass,Physical,35,100,15,0,normal,contact; mirror; protect,mechanic_contract,damage; volatile,0,,,Past
snarl,Snarl,555,Dark,Special,55,95,15,0,allAdjacentFoes,bypasssub; mirror; protect; sound,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Snarl,Snarl,555,Dark,Special,55,95,15,0,allAdjacentFoes,bypasssub; mirror; protect; sound,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
snatch,Snatch,289,Dark,Status,0,True,10,4,self,bypasssub; failcopycat; mustpressure; noassist,mechanic_contract,priority; volatile,0,,,Past
Snatch,Snatch,289,Dark,Status,0,True,10,4,self,bypasssub; failcopycat; mustpressure; noassist,mechanic_contract,priority; volatile,0,,,Past
snipeshot,Snipe Shot,745,Water,Special,80,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,
Snipeshot,Snipe Shot,745,Water,Special,80,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,
snore,Snore,173,Normal,Special,50,100,15,0,normal,bypasssub; mirror; protect; sound,mechanic_contract,callback_behavior; damage; random_branch; secondary_effect; volatile,0,,onTry=Snore.onTry,
Snore,Snore,173,Normal,Special,50,100,15,0,normal,bypasssub; mirror; protect; sound,mechanic_contract,callback_behavior; damage; random_branch; secondary_effect; volatile,0,,onTry=Snore.onTry,
snowscape,Snowscape,883,Ice,Status,0,True,10,0,all,,mechanic_contract,weather,0,,,
Snowscape,Snowscape,883,Ice,Status,0,True,10,0,all,,mechanic_contract,weather,0,,,
soak,Soak,487,Water,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,soak changes the target to water type,onHit=Soak.onHit,
Soak,Soak,487,Water,Status,0,100,20,0,normal,allyanim; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,soak changes the target to water type,onHit=Soak.onHit,
softboiled,Soft-Boiled,135,Normal,Status,0,True,5,0,self,heal; metronome; snatch,mechanic_contract,healing,0,,,
Softboiled,Soft-Boiled,135,Normal,Status,0,True,5,0,self,heal; metronome; snatch,mechanic_contract,healing,0,,,
solarbeam,Solar Beam,76,Grass,Special,120,100,10,0,normal,charge; failinstruct; metronome; mirror; nosleeptalk; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Solarbeam.onBasePower; onTryMove=Solarbeam.onTryMove,
Solarbeam,Solar Beam,76,Grass,Special,120,100,10,0,normal,charge; failinstruct; metronome; mirror; nosleeptalk; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Solarbeam.onBasePower; onTryMove=Solarbeam.onTryMove,
solarblade,Solar Blade,669,Grass,Physical,125,100,10,0,normal,charge; contact; failinstruct; metronome; mirror; nosleeptalk; protect; slicing,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Solarblade.onBasePower; onTryMove=Solarblade.onTryMove,
Solarblade,Solar Blade,669,Grass,Physical,125,100,10,0,normal,charge; contact; failinstruct; metronome; mirror; nosleeptalk; protect; slicing,mechanic_contract,callback_behavior; callback_damage; damage,0,,onBasePower=Solarblade.onBasePower; onTryMove=Solarblade.onTryMove,
sonicboom,Sonic Boom,49,Normal,Special,0,90,20,0,normal,metronome; mirror; protect,explicit_contract,fixed_damage; random_branch,1,sonic boom deals fixed 20 damage,,Past
Sonicboom,Sonic Boom,49,Normal,Special,0,90,20,0,normal,metronome; mirror; protect,explicit_contract,fixed_damage; random_branch,1,sonic boom deals fixed 20 damage,,Past
soulstealing7starstrike,Soul-Stealing 7-Star Strike,699,Ghost,Physical,195,True,1,0,normal,contact,mechanic_contract,damage,0,,,Past
Soulstealing7starstrike,Soul-Stealing 7-Star Strike,699,Ghost,Physical,195,True,1,0,normal,contact,mechanic_contract,damage,0,,,Past
spacialrend,Spacial Rend,460,Dragon,Special,100,95,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Spacialrend,Spacial Rend,460,Dragon,Special,100,95,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
spark,Spark,209,Electric,Physical,65,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Spark,Spark,209,Electric,Physical,65,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
sparklingaria,Sparkling Aria,664,Water,Special,90,100,10,0,allAdjacent,bypasssub; metronome; mirror; protect; sound,mechanic_contract,callback_behavior; damage; secondary_effect; volatile,0,,onAfterMove=Sparklingaria.onAfterMove,
Sparklingaria,Sparkling Aria,664,Water,Special,90,100,10,0,allAdjacent,bypasssub; metronome; mirror; protect; sound,mechanic_contract,callback_behavior; damage; secondary_effect; volatile,0,,onAfterMove=Sparklingaria.onAfterMove,
sparklyswirl,Sparkly Swirl,740,Fairy,Special,120,85,5,0,normal,mirror; protect,mechanic_contract,damage; random_branch,0,,,LGPE
Sparklyswirl,Sparkly Swirl,740,Fairy,Special,120,85,5,0,normal,mirror; protect,mechanic_contract,damage; random_branch,0,,,LGPE
spectralthief,Spectral Thief,712,Ghost,Physical,90,100,10,0,normal,bypasssub; contact; mirror; protect,mechanic_contract,damage,0,,,Past
Spectralthief,Spectral Thief,712,Ghost,Physical,90,100,10,0,normal,bypasssub; contact; mirror; protect,mechanic_contract,damage,0,,,Past
speedswap,Speed Swap,683,Psychic,Status,0,True,10,0,normal,allyanim; bypasssub; metronome; mirror; protect,explicit_contract,callback_behavior,1,speed swap exchanges raw speed stats,onHit=Speedswap.onHit,
Speedswap,Speed Swap,683,Psychic,Status,0,True,10,0,normal,allyanim; bypasssub; metronome; mirror; protect,explicit_contract,callback_behavior,1,speed swap exchanges raw speed stats,onHit=Speedswap.onHit,
spicyextract,Spicy Extract,858,Grass,Status,0,True,15,0,normal,mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Spicyextract,Spicy Extract,858,Grass,Status,0,True,15,0,normal,mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
spiderweb,Spider Web,169,Bug,Status,0,True,10,0,normal,metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,spider web traps the target,onHit=Spiderweb.onHit,Past
Spiderweb,Spider Web,169,Bug,Status,0,True,10,0,normal,metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,spider web traps the target,onHit=Spiderweb.onHit,Past
spikecannon,Spike Cannon,131,Normal,Physical,20,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,Past
Spikecannon,Spike Cannon,131,Normal,Physical,20,100,15,0,normal,metronome; mirror; protect,mechanic_contract,damage,0,,,Past
spikes,Spikes,191,Ground,Status,0,True,20,0,foeSide,metronome; mustpressure; nonsky; reflectable,mechanic_contract,side_condition,0,,,
Spikes,Spikes,191,Ground,Status,0,True,20,0,foeSide,metronome; mustpressure; nonsky; reflectable,mechanic_contract,side_condition,0,,,
spikyshield,Spiky Shield,596,Grass,Status,0,True,10,4,self,failcopycat; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Spikyshield.onHit; onPrepareHit=Spikyshield.onPrepareHit,
Spikyshield,Spiky Shield,596,Grass,Status,0,True,10,4,self,failcopycat; noassist,mechanic_contract,callback_behavior; priority; volatile,0,,onHit=Spikyshield.onHit; onPrepareHit=Spikyshield.onPrepareHit,
spinout,Spin Out,859,Steel,Physical,100,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; stat_boost,0,,,
Spinout,Spin Out,859,Steel,Physical,100,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; stat_boost,0,,,
spiritbreak,Spirit Break,789,Fairy,Physical,75,100,15,0,normal,contact; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Spiritbreak,Spirit Break,789,Fairy,Physical,75,100,15,0,normal,contact; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
spiritshackle,Spirit Shackle,662,Ghost,Physical,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,secondary.onHit=Spiritshackle.onHit,
Spiritshackle,Spirit Shackle,662,Ghost,Physical,80,100,10,0,normal,metronome; mirror; protect,mechanic_contract,damage; secondary_effect,0,,secondary.onHit=Spiritshackle.onHit,
spite,Spite,180,Ghost,Status,0,100,10,0,normal,bypasssub; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,spite reduces the target last move pp by four,onHit=Spite.onHit,
Spite,Spite,180,Ghost,Status,0,100,10,0,normal,bypasssub; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,spite reduces the target last move pp by four,onHit=Spite.onHit,
spitup,Spit Up,255,Normal,Special,0,100,10,0,normal,metronome; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Spitup.basePowerCallback; onAfterMove=Spitup.onAfterMove; onTry=Spitup.onTry,
Spitup,Spit Up,255,Normal,Special,0,100,10,0,normal,metronome; protect,mechanic_contract,callback_behavior; callback_damage,0,,basePowerCallback=Spitup.basePowerCallback; onAfterMove=Spitup.onAfterMove; onTry=Spitup.onTry,
splash,Splash,150,Normal,Status,0,True,40,0,self,gravity; metronome,explicit_contract,callback_behavior,1,splash has no battle state effect,onTry=Splash.onTry; onTryHit=Splash.onTryHit,
Splash,Splash,150,Normal,Status,0,True,40,0,self,gravity; metronome,explicit_contract,callback_behavior,1,splash has no battle state effect,onTry=Splash.onTry; onTryHit=Splash.onTryHit,
splinteredstormshards,Splintered Stormshards,727,Rock,Physical,190,True,1,0,normal,,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Splinteredstormshards.onAfterSubDamage; onHit=Splinteredstormshards.onHit,Past
Splinteredstormshards,Splintered Stormshards,727,Rock,Physical,190,True,1,0,normal,,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Splinteredstormshards.onAfterSubDamage; onHit=Splinteredstormshards.onHit,Past
splishysplash,Splishy Splash,730,Water,Special,90,100,15,0,allAdjacentFoes,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,LGPE
Splishysplash,Splishy Splash,730,Water,Special,90,100,15,0,allAdjacentFoes,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,LGPE
spore,Spore,147,Grass,Status,0,100,15,0,normal,metronome; mirror; powder; protect; reflectable,mechanic_contract,status_outcome,0,,,
Spore,Spore,147,Grass,Status,0,100,15,0,normal,metronome; mirror; powder; protect; reflectable,mechanic_contract,status_outcome,0,,,
spotlight,Spotlight,671,Normal,Status,0,True,15,3,normal,allyanim; failcopycat; noassist; protect; reflectable,mechanic_contract,callback_behavior; priority; volatile,0,,onTryHit=Spotlight.onTryHit,Past
Spotlight,Spotlight,671,Normal,Status,0,True,15,3,normal,allyanim; failcopycat; noassist; protect; reflectable,mechanic_contract,callback_behavior; priority; volatile,0,,onTryHit=Spotlight.onTryHit,Past
springtidestorm,Springtide Storm,831,Fairy,Special,100,80,5,0,allAdjacentFoes,mirror; protect; wind,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
Springtidestorm,Springtide Storm,831,Fairy,Special,100,80,5,0,allAdjacentFoes,mirror; protect; wind,mechanic_contract,damage; random_branch; secondary_effect; stat_boost,0,,,
stealthrock,Stealth Rock,446,Rock,Status,0,True,20,0,foeSide,metronome; mustpressure; reflectable,explicit_contract,side_condition,1,stealth rock sets foe side hazard,,
Stealthrock,Stealth Rock,446,Rock,Status,0,True,20,0,foeSide,metronome; mustpressure; reflectable,explicit_contract,side_condition,1,stealth rock sets foe side hazard,,
steameruption,Steam Eruption,592,Water,Special,110,95,5,0,normal,defrost; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
Steameruption,Steam Eruption,592,Water,Special,110,95,5,0,normal,defrost; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; status_outcome,0,,,
steamroller,Steamroller,537,Bug,Physical,65,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
Steamroller,Steamroller,537,Bug,Physical,65,100,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,Past
steelbeam,Steel Beam,796,Steel,Special,140,95,5,0,normal,mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onAfterMove=Steelbeam.onAfterMove,
Steelbeam,Steel Beam,796,Steel,Special,140,95,5,0,normal,mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,onAfterMove=Steelbeam.onAfterMove,
steelroller,Steel Roller,798,Steel,Physical,130,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Steelroller.onAfterSubDamage; onHit=Steelroller.onHit; onTry=Steelroller.onTry,
Steelroller,Steel Roller,798,Steel,Physical,130,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage,0,,onAfterSubDamage=Steelroller.onAfterSubDamage; onHit=Steelroller.onHit; onTry=Steelroller.onTry,
steelwing,Steel Wing,211,Steel,Physical,70,90,25,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
Steelwing,Steel Wing,211,Steel,Physical,70,90,25,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; secondary_effect,0,,,
stickyweb,Sticky Web,564,Bug,Status,0,True,20,0,foeSide,metronome; reflectable,mechanic_contract,side_condition,0,,,
Stickyweb,Sticky Web,564,Bug,Status,0,True,20,0,foeSide,metronome; reflectable,mechanic_contract,side_condition,0,,,
stockpile,Stockpile,254,Normal,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,callback_behavior; volatile,0,,onTry=Stockpile.onTry,
Stockpile,Stockpile,254,Normal,Status,0,True,20,0,self,metronome; snatch,mechanic_contract,callback_behavior; volatile,0,,onTry=Stockpile.onTry,
stokedsparksurfer,Stoked Sparksurfer,700,Electric,Special,175,True,1,0,normal,,mechanic_contract,damage; secondary_effect; status_outcome,0,,,Past
Stokedsparksurfer,Stoked Sparksurfer,700,Electric,Special,175,True,1,0,normal,,mechanic_contract,damage; secondary_effect; status_outcome,0,,,Past
stomp,Stomp,23,Normal,Physical,65,100,20,0,normal,contact; metronome; mirror; nonsky; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Stomp,Stomp,23,Normal,Physical,65,100,20,0,normal,contact; metronome; mirror; nonsky; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
stompingtantrum,Stomping Tantrum,707,Ground,Physical,75,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Stompingtantrum.basePowerCallback,
Stompingtantrum,Stomping Tantrum,707,Ground,Physical,75,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; damage,0,,basePowerCallback=Stompingtantrum.basePowerCallback,
stoneaxe,Stone Axe,830,Rock,Physical,65,90,15,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,callback_behavior; damage; random_branch,0,,onAfterHit=Stoneaxe.onAfterHit; onAfterSubDamage=Stoneaxe.onAfterSubDamage,
Stoneaxe,Stone Axe,830,Rock,Physical,65,90,15,0,normal,contact; metronome; mirror; protect; slicing,mechanic_contract,callback_behavior; damage; random_branch,0,,onAfterHit=Stoneaxe.onAfterHit; onAfterSubDamage=Stoneaxe.onAfterSubDamage,
stoneedge,Stone Edge,444,Rock,Physical,100,80,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
Stoneedge,Stone Edge,444,Rock,Physical,100,80,5,0,normal,metronome; mirror; protect,mechanic_contract,damage; random_branch,0,,,
storedpower,Stored Power,500,Psychic,Special,20,100,10,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; damage,1,stored power boost callback adds power per positive stage,basePowerCallback=Storedpower.basePowerCallback,
Storedpower,Stored Power,500,Psychic,Special,20,100,10,0,normal,metronome; mirror; protect,explicit_contract,callback_behavior; callback_damage; damage,1,stored power boost callback adds power per positive stage,basePowerCallback=Storedpower.basePowerCallback,
stormthrow,Storm Throw,480,Fighting,Physical,60,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,Past
Stormthrow,Storm Throw,480,Fighting,Physical,60,100,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,Past
strangesteam,Strange Steam,790,Fairy,Special,90,95,10,0,normal,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
Strangesteam,Strange Steam,790,Fairy,Special,90,95,10,0,normal,mirror; protect,mechanic_contract,damage; random_branch; secondary_effect; volatile,0,,,
strength,Strength,70,Normal,Physical,80,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
Strength,Strength,70,Normal,Physical,80,100,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage,0,,,
strengthsap,Strength Sap,668,Grass,Status,0,100,10,0,normal,heal; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,strength sap heals by target attack and lowers attack,onHit=Strengthsap.onHit,
Strengthsap,Strength Sap,668,Grass,Status,0,100,10,0,normal,heal; metronome; mirror; protect; reflectable,explicit_contract,callback_behavior,1,strength sap heals by target attack and lowers attack,onHit=Strengthsap.onHit,
stringshot,String Shot,81,Bug,Status,0,95,40,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,random_branch; stat_boost,0,,,
Stringshot,String Shot,81,Bug,Status,0,95,40,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,random_branch; stat_boost,0,,,
struggle,Struggle,165,Normal,Physical,50,True,1,0,randomNormal,contact; failcopycat; failencore; failinstruct; failmefirst; failmimic; noassist; nosleeptalk; protect,mechanic_contract,callback_behavior; damage,0,,onModifyMove=Struggle.onModifyMove,
Struggle,Struggle,165,Normal,Physical,50,True,1,0,randomNormal,contact; failcopycat; failencore; failinstruct; failmefirst; failmimic; noassist; nosleeptalk; protect,mechanic_contract,callback_behavior; damage,0,,onModifyMove=Struggle.onModifyMove,
strugglebug,Struggle Bug,522,Bug,Special,50,100,20,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
Strugglebug,Struggle Bug,522,Bug,Special,50,100,20,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage; secondary_effect; stat_boost,0,,,
stuffcheeks,Stuff Cheeks,747,Normal,Status,0,True,10,0,self,metronome; snatch,explicit_contract,callback_behavior,1,stuff cheeks consumes a berry and boosts defense,onHit=Stuffcheeks.onHit; onTry=Stuffcheeks.onTry,
Stuffcheeks,Stuff Cheeks,747,Normal,Status,0,True,10,0,self,metronome; snatch,explicit_contract,callback_behavior,1,stuff cheeks consumes a berry and boosts defense,onHit=Stuffcheeks.onHit; onTry=Stuffcheeks.onTry,
stunspore,Stun Spore,78,Grass,Status,0,75,30,0,normal,metronome; mirror; powder; protect; reflectable,mechanic_contract,random_branch; status_outcome,0,,,
Stunspore,Stun Spore,78,Grass,Status,0,75,30,0,normal,metronome; mirror; powder; protect; reflectable,mechanic_contract,random_branch; status_outcome,0,,,
submission,Submission,66,Fighting,Physical,80,80,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; recoil,0,,,Past
Submission,Submission,66,Fighting,Physical,80,80,20,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; random_branch; recoil,0,,,Past
substitute,Substitute,164,Normal,Status,0,True,10,0,self,metronome; nonsky; snatch,mechanic_contract,callback_behavior; volatile,0,,onHit=Substitute.onHit; onTryHit=Substitute.onTryHit,
Substitute,Substitute,164,Normal,Status,0,True,10,0,self,metronome; nonsky; snatch,mechanic_contract,callback_behavior; volatile,0,,onHit=Substitute.onHit; onTryHit=Substitute.onTryHit,
subzeroslammer,Subzero Slammer,650,Ice,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
Subzeroslammer,Subzero Slammer,650,Ice,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
suckerpunch,Sucker Punch,389,Dark,Physical,70,100,5,1,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; priority,0,,onTry=Suckerpunch.onTry,
Suckerpunch,Sucker Punch,389,Dark,Physical,70,100,5,1,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; priority,0,,onTry=Suckerpunch.onTry,
sunnyday,Sunny Day,241,Fire,Status,0,True,5,0,all,metronome,explicit_contract,weather,1,sunny day starts sunny weather,,
Sunnyday,Sunny Day,241,Fire,Status,0,True,5,0,all,metronome,explicit_contract,weather,1,sunny day starts sunny weather,,
sunsteelstrike,Sunsteel Strike,713,Steel,Physical,100,100,5,0,normal,contact; mirror; protect,mechanic_contract,damage,0,,,
Sunsteelstrike,Sunsteel Strike,713,Steel,Physical,100,100,5,0,normal,contact; mirror; protect,mechanic_contract,damage,0,,,
supercellslam,Supercell Slam,916,Electric,Physical,100,95,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,,
Supercellslam,Supercell Slam,916,Electric,Physical,100,95,15,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; damage; random_branch,0,,,
superfang,Super Fang,162,Normal,Physical,0,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; random_branch,0,,damageCallback=Superfang.damageCallback,
Superfang,Super Fang,162,Normal,Physical,0,90,10,0,normal,contact; metronome; mirror; protect,mechanic_contract,callback_behavior; callback_damage; random_branch,0,,damageCallback=Superfang.damageCallback,
superpower,Superpower,276,Fighting,Physical,120,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; stat_boost,0,,,
Superpower,Superpower,276,Fighting,Physical,120,100,5,0,normal,contact; metronome; mirror; protect,mechanic_contract,damage; stat_boost,0,,,
supersonic,Supersonic,48,Normal,Status,0,55,20,0,normal,bypasssub; metronome; mirror; protect; reflectable; sound,mechanic_contract,random_branch; volatile,0,,,
Supersonic,Supersonic,48,Normal,Status,0,55,20,0,normal,bypasssub; metronome; mirror; protect; reflectable; sound,mechanic_contract,random_branch; volatile,0,,,
supersonicskystrike,Supersonic Skystrike,626,Flying,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
Supersonicskystrike,Supersonic Skystrike,626,Flying,Physical,1,True,1,0,normal,,mechanic_contract,damage,0,,,Past
surf,Surf,57,Water,Special,90,100,15,0,allAdjacent,metronome; mirror; nonsky; protect,mechanic_contract,damage,0,,,
Surf,Surf,57,Water,Special,90,100,15,0,allAdjacent,metronome; mirror; nonsky; protect,mechanic_contract,damage,0,,,
surgingstrikes,Surging Strikes,818,Water,Physical,25,100,5,0,normal,contact; mirror; protect; punch,mechanic_contract,damage,0,,,
Surgingstrikes,Surging Strikes,818,Water,Physical,25,100,5,0,normal,contact; mirror; protect; punch,mechanic_contract,damage,0,,,
swagger,Swagger,207,Normal,Status,0,85,15,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,random_branch; stat_boost; volatile,0,,,
Swagger,Swagger,207,Normal,Status,0,85,15,0,normal,allyanim; metronome; mirror; protect; reflectable,mechanic_contract,random_branch; stat_boost; volatile,0,,,
swallow,Swallow,256,Normal,Status,0,True,10,0,self,heal; metronome; snatch,explicit_contract,callback_behavior,1,swallow consumes stockpile layers to heal,onHit=Swallow.onHit; onTry=Swallow.onTry,
Swallow,Swallow,256,Normal,Status,0,True,10,0,self,heal; metronome; snatch,explicit_contract,callback_behavior,1,swallow consumes stockpile layers to heal,onHit=Swallow.onHit; onTry=Swallow.onTry,
sweetkiss,Sweet Kiss,186,Fairy,Status,0,75,10,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,random_branch; volatile,0,,,
Sweetkiss,Sweet Kiss,186,Fairy,Status,0,75,10,0,normal,metronome; mirror; protect; reflectable,mechanic_contract,random_branch; volatile,0,,,
sweetscent,Sweet Scent,230,Normal,Status,0,100,20,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
Sweetscent,Sweet Scent,230,Normal,Status,0,100,20,0,allAdjacentFoes,metronome; mirror; protect; reflectable,mechanic_contract,stat_boost,0,,,
swift,Swift,129,Normal,Special,60,True,20,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage,0,,,
Swift,Swift,129,Normal,Special,60,True,20,0,allAdjacentFoes,metronome; mirror; protect,mechanic_contract,damage,0,,,
switcheroo,Switcheroo,415,Dark,Status,0,100,10,0,normal,allyanim; failcopycat; mirror; noassist; protect,explicit_contract,callback_behavior,1,switcheroo swaps held items,onHit=Switcheroo.onHit,
Switcheroo,Switcheroo,415,Dark,Status,0,100,10,0,normal,allyanim; failcopycat; mirror; noassist; protect,explicit_contract,callback_behavior,1,switcheroo swaps held items,onHit=Switcheroo.onHit,
swordsdance,Swords Dance,14,Normal,Status,0,True,20,0,self,dance; metronome; snatch,explicit_contract,stat_boost,1,swords dance raises attack two stages,,
Swordsdance,Swords Dance,14,Normal,Status,0,True,20,0,self,dance; metronome; snatch,explicit_contract,stat_boost,1,swords dance raises attack two stages,,
